Mfcc0;Mfcc1;Mfcc2;Mfcc3;Mfcc4;Mfcc5;Mfcc6;Mfcc7;Mfcc8;Mfcc9;Mfcc10;Mfcc11;Mfcc12;Mfcc13;Mfcc14;Mfcc15;Mfcc16;Mfcc17;Mfcc18;Mfcc19;Mfcc20;Mfcc21;Mfcc22;Mfcc23;Mfcc24;Mfcc25;Mfcc26;Mfcc27;Mfcc28;Mfcc29;Mfcc30;Mfcc31;Mfcc32;Mfcc33;Mfcc34;Mfcc35;Mfcc36;Mfcc37;Mfcc38;Mfcc39;Mfcc40;Mfcc41;Mfcc42;Mfcc43;Mfcc44;Mfcc45;Mfcc46;Mfcc47;Mfcc48;Mfcc49;Mfcc50;Mfcc51;Mfcc52;Mfcc53;Mfcc54;Mfcc55;Mfcc56;Mfcc57;Mfcc58;Mfcc59;Mfcc60;Mfcc61;Mfcc62;Mfcc63;Mfcc64;Mfcc65;Mfcc66;Mfcc67;Mfcc68;Mfcc69;frame_energy;frame_zcr;frame_pitch;emotion;wav_files
26.0333;16.8979;26.716;24.9327;25.7643;28.0804;13.2875;18.9137;18.3838;12.5592;12.496;12.4225;18.9558;18.5301;11.1497;4.49576;11.4374;7.01174;6.70667;5.17994;6.08233;11.8095;16.9678;18.1158;10.8501;6.58973;2.33475;2.99287;1.97275;3.14498;0.512576;6.32165;11.5707;17.5842;18.3703;25.4952;25.2949;19.8841;15.111;8.61187;8.58621;7.4634;9.16581;11.8658;12.7765;25.567;27.7594;29.6258;29.9499;12.045;18.2921;16.6353;12.6132;13.2576;3.51182;10.4993;11.7678;14.1499;11.821;13.2136;23.9705;20.7409;24.7643;20.8349;21.8596;17.508;17.5235;11.843;23.3456;20.6611;2509.60424805;0.0371006429195;189.590942383;N;14a05Na.wav
19.1358;25.6311;19.7443;24.3207;25.348;24.6884;22.9056;24.3681;20.3315;5.22873;6.24587;16.9569;13.9956;8.77748;13.659;12.9697;11.4121;5.28841;4.85024;1.90353;2.87704;4.85185;8.3552;-2.4232;-2.09343;-3.12265;-10.3524;0.150397;5.32068;4.94193;6.10332;6.38955;12.6145;13.3431;15.0181;13.8999;5.77885;7.6666;3.8353;5.10534;2.48983;6.83548;6.8581;10.8289;4.07418;-0.425862;-2.05186;0.781328;9.759;23.8521;24.0977;20.4207;18.0958;10.961;2.52235;1.96847;6.07532;7.71215;11.1654;12.6468;12.2706;20.6614;22.1533;24.2772;25.8692;26.5092;15.5481;12.8574;6.67375;6.33098;2745.66674805;0.0605282895267;137.392211914;E;15a05Eb.wav
23.228;30.0011;26.6152;29.2117;30.61;23.0313;25.4196;28.4634;26.2845;10.769;10.2604;19.0922;17.7145;13.56;17.4933;19.6621;20.2202;16.4537;4.24974;6.91057;4.30958;1.28325;4.64465;0.901175;4.0812;7.03448;17.0318;15.9313;14.2857;5.80502;6.10151;6.84021;9.41597;6.50039;6.14875;12.1847;23.4374;22.9356;20.2519;13.553;8.60137;11.0055;15.882;17.9745;24.5154;28.6394;29.3197;30.9152;33.2202;19.6526;21.5374;19.527;17.2944;15.769;15.7007;18.0396;20.2775;30.0658;27.0217;28.3045;20.309;21.6983;15.9604;18.1968;18.3293;21.8282;17.6971;19.0039;19.1797;23.0687;958.949645996;0.0480335392058;192.49949646;N;15a05Na.wav
26.1575;24.263;24.375;27.5955;19.3699;20.7028;22.1452;25.2262;28.6594;11.1005;17.1331;15.565;17.3579;23.8479;24.0938;20.3795;20.1558;15.7176;4.53139;5.09513;1.01919;-1.24271;1.5705;-4.28129;-5.41235;-2.69911;-4.45995;5.55105;11.9872;8.90217;10.6503;17.3196;22.0466;17.2156;17.751;17.2632;19.4752;18.1978;17.8217;18.2915;21.8796;28.4812;9.65157;5.57459;9.01093;7.37422;6.3833;0.9889;8.16244;17.9645;22.7667;20.3982;18.9603;26.5323;22.1932;22.7247;16.4945;22.6891;20.8774;12.3354;13.323;13.0183;18.118;17.1072;20.2924;18.4737;18.024;18.8866;22.8324;24.4379;2342.90332031;0.0439602471888;116.288093567;T;03a05Tc.wav
28.5249;29.9972;31.4954;32.0352;31.7424;31.1905;33.8688;34.9911;32.7245;20.2532;15.6272;19.5226;24.7352;21.7186;19.0491;17.6275;20.116;18.3076;20.8998;22.0337;23.3976;17.2188;16.5806;11.6548;14.7425;18.1685;16.4367;16.2093;17.9496;18.1974;18.3417;17.8526;19.7301;20.5802;25.2472;26.1063;31.1254;31.9612;29.8213;29.3515;26.6446;26.8508;23.8984;24.4601;24.6553;27.6409;25.0776;27.9442;26.9061;23.123;25.3165;23.324;25.7727;20.3701;24.5262;23.4078;26.5157;25.6351;28.7174;28.6001;22.2632;25.5275;25.7308;24.2348;21.6334;26.2442;32.2089;32.0971;30.8127;30.26;1693.98754883;0.0348334982991;162.100204468;T;13a02Ta.wav
20.9755;7.38661;20.5215;9.12309;14.8066;11.7037;9.95932;3.56975;-0.438726;2.25157;10.5534;4.15378;9.34531;12.9283;12.477;9.63172;11.5334;14.4712;15.2689;10.0794;2.09413;-0.583858;2.15252;0.634148;-7.40988;0.0254474;-2.00112;-2.17578;0.318045;7.98601;14.0676;15.6881;9.70493;11.5735;11.1327;11.5765;11.688;11.1971;8.00793;5.22495;8.62192;8.20278;9.4466;8.60793;19.5624;20.7026;11.5997;19.5754;18.2347;11.6521;11.3079;15.4409;24.2569;20.8503;9.55349;6.76726;16.3478;13.2084;7.54525;7.99582;10.2533;11.9051;12.9574;15.5489;14.5061;13.2629;17.0947;14.7712;20.1153;15.0556;1338.29711914;0.0339976735413;147.987792969;L;09a02La.wav
25.9001;21.4176;20.5365;26.1369;32.8296;24.3497;21.0936;22.9628;13.4502;18.7004;15.6447;12.0111;11.388;13.9126;13.864;16.2969;16.0219;10.481;9.30787;7.75936;-0.0767603;8.53277;6.23147;-1.86398;4.19403;17.9322;14.5601;23.8769;13.7279;9.37888;6.86234;2.86726;5.15381;4.13671;5.60679;4.27746;3.58983;0.0848276;11.8057;20.0601;20.7914;21.1532;12.1486;11.1992;10.0918;12.556;4.34871;9.0541;9.7234;18.5637;19.6541;22.5751;27.8123;10.527;18.1393;15.3594;13.4374;11.2966;7.77966;11.0721;14.3955;13.5189;19.134;22.2831;26.7029;24.8055;30.759;26.8436;18.9081;23.1597;1295.42248535;0.0400344282389;243.414672852;N;13a05Nb.wav
23.852;20.1139;24.6179;18.5221;24.9795;22.7245;27.6198;5.84894;8.51829;10.7704;13.6752;12.5052;15.4121;14.7928;12.0939;12.1619;12.5526;14.4733;17.3176;11.8084;15.0143;13.5426;8.50562;14.5934;15.6159;14.2218;15.2478;11.975;11.4316;3.74765;12.7775;15.917;23.8189;20.7554;18.1696;16.3457;23.7567;25.4107;17.0304;9.14307;11.5147;15.7457;7.3712;13.1794;10.9108;14.0649;14.8659;14.36;15.5174;11.1051;14.2736;7.98661;16.1465;21.5136;22.8724;22.4166;2.45833;2.17381;8.78932;16.4409;16.8081;10.8069;11.1727;15.092;19.4115;20.0237;23.0139;18.2506;19.9331;21.1306;2460.62231445;0.0372456014156;175.882080078;T;16b10Td.wav
1.95095;0.883509;10.1409;11.4237;18.5402;5.13588;4.81223;10.9023;5.33855;-0.455677;-0.605934;1.79353;-0.894646;1.5076;2.92578;1.59125;-0.321898;6.22187;4.77628;-1.68144;-1.99259;0.0588536;-2.56474;-5.0661;-6.11732;-10.3184;-12.9576;-18.6737;-18.9578;-18.5392;-17.0515;-16.6799;-12.4331;-16.2323;-21.3899;-25.128;-15.2903;-17.1165;-14.3043;-13.3397;-12.5997;-17.6641;-4.88474;-4.45398;-0.329667;-7.22076;0.841009;-4.22063;-9.87144;-12.8369;-13.3193;-9.04879;-6.79357;-6.95078;-9.45181;-15.8644;-15.6707;-19.5782;-13.5802;-9.16903;-3.94129;2.98501;2.02066;-0.0158884;-2.91511;1.37657;0.530707;-8.07841;3.44843;6.10367;860.73828125;0.0662051811814;254.562561035;F;16b09Fb.wav
19.464;14.7995;18.055;19.3357;9.80808;18.7266;18.6863;15.5975;12.1897;-1.88437;-7.89855;-11.9743;-18.5844;-21.7639;-7.64145;-5.39634;-9.54971;-8.52325;-10.6911;-11.0458;-6.4906;0.59569;11.7455;14.3343;5.51022;1.44115;1.41139;9.65755;5.48167;5.06044;5.59217;4.52623;11.3881;12.1756;8.77497;4.50629;0.876418;1.75623;0.875936;-0.641397;-4.55436;-7.13705;-4.85025;-6.82971;-9.20358;-9.80619;-8.16476;-3.08201;-5.54406;-7.4913;-9.53558;-7.6419;-6.2444;-0.08824;-2.88513;1.10085;-4.56712;-4.8509;-10.79;-15.6097;-5.26727;-8.97111;-9.63416;-11.1064;-11.1947;-12.0684;-11.6744;-12.9217;-11.737;-9.207;1385.47009277;0.0529985912144;339.809997559;F;13a02Fa.wav
17.527;17.5648;16.2427;10.5906;10.0194;7.57824;6.1777;8.30071;2.69155;7.93496;5.86218;11.391;7.49849;4.34867;11.4785;12.4105;10.9443;8.84058;5.46957;12.2034;13.2652;11.6207;9.61534;9.01084;9.13702;7.4214;7.0041;2.50944;7.26573;15.5228;16.5622;18.1799;14.7631;12.8875;9.35433;12.4062;15.1957;4.32606;2.37279;-4.20684;5.1312;8.95604;5.81544;5.15525;2.19634;12.7848;15.0727;20.5226;22.8591;12.7042;6.14967;11.1294;8.6843;7.2723;2.05449;-0.507373;-3.95352;-3.03345;-7.79209;-4.20597;-0.433308;9.79628;17.4935;9.11004;5.14523;-1.29025;4.18314;10.5888;15.4441;14.6724;2308.39160156;0.0591140910983;189.296340942;A;15b02Aa.wav
10.539;7.88671;6.9748;9.1375;-1.83937;-6.36281;-9.78868;-12.3577;-6.95754;-5.66049;-1.17681;10.2466;14.0855;13.0748;6.8261;-0.0528712;-9.10771;-20.9382;-21.4307;-22.3928;-9.78384;-2.52051;2.66515;8.06121;15.1093;7.87255;3.35019;-1.61084;-8.86904;-13.5375;-16.1527;-15.6725;-14.399;-2.87469;3.62786;0.3453;5.20938;9.55248;17.0741;16.9212;7.90111;3.16857;-2.86287;-3.39745;-10.9291;-8.41889;-1.59518;3.58039;7.40572;11.8094;24.1909;16.486;15.6837;17.6516;16.4581;7.73904;7.69722;8.06211;6.00673;-7.91776;-2.58914;-7.10812;-10.7344;-14.8054;-16.7989;-12.3227;-23.2917;-7.59658;3.0152;10.9733;1462.38476562;0.062520891428;287.857025146;W;03b10Wc.wav
11.4625;9.93819;15.8183;13.8795;9.18759;12.5463;9.096;10.8881;9.87857;2.93403;5.39814;1.74882;1.733;2.15073;1.868;0.107344;-1.4601;-2.4682;-3.55177;-3.68664;-4.68092;-2.7049;0.390273;2.93492;-0.056173;4.93355;6.01692;1.15303;-0.982993;-4.52009;-4.81242;-4.19555;-3.80564;-4.57385;-7.54467;-0.719448;14.8264;20.0906;15.1374;12.547;14.0583;15.413;14.091;9.88377;12.9431;15.5628;6.30139;1.9094;-0.205794;-6.21544;-4.88273;1.11831;1.12909;4.61022;1.14975;6.90134;8.21001;7.24186;2.65943;6.6103;2.5549;6.73522;5.42692;8.35484;9.37949;8.33457;7.67219;8.02719;6.84096;7.46853;764.577087402;0.0575738064945;977.343322754;W;12a01Wc.wav
37.9263;32.6807;34.9658;34.733;30.5886;32.1369;32.561;36.283;36.6933;31.8351;31.9748;32.6916;23.9345;4.71174;13.8089;21.9141;23.0239;22.172;25.9907;25.6672;18.6808;13.5134;13.4869;11.0087;13.7611;9.65655;10.7546;10.1411;13.55;16.9071;20.3518;17.6302;23.1509;24.0386;23.3173;21.6171;16.2193;14.4014;12.0974;6.45921;8.36935;12.9043;17.1733;16.7738;18.4629;22.3235;24.5479;33.073;27.6865;17.4861;15.0768;15.686;13.6908;16.1241;15.5195;12.8121;17.0043;20.2291;20.5356;26.0258;29.7901;27.6858;31.9695;35.3904;35.96;8.12611;26.3279;19.1542;21.7714;20.3787;2854.20776367;0.0376805700362;142.916213989;T;09a05Tb.wav
8.43835;8.46756;8.43793;8.42285;8.4524;8.46621;8.48523;8.42961;19.253;4.04073;14.2747;7.2468;6.95271;8.90496;9.97519;11.3614;14.0905;17.6016;15.4425;8.17437;-0.523472;4.68383;0.89775;8.64185;14.507;16.7519;8.18293;9.99266;11.1301;2.3022;9.26206;5.63139;4.84007;6.60214;3.29583;5.42378;9.42558;4.95718;8.54652;11.6316;12.6368;10.7018;10.6008;-1.53026;9.84175;5.38573;-1.27785;7.40165;6.59772;7.5486;5.24089;4.31476;8.59825;8.75689;11.5835;9.36983;9.66098;-2.91029;12.4132;12.5602;13.1763;12.3673;9.99138;8.05676;9.05914;20.1212;18.2275;16.2861;8.16444;8.59982;1717.08190918;0.0383094623685;140.72492981;N;12a02Nb.wav
20.8548;16.2689;22.5732;18.4436;25.0405;25.7831;22.6052;17.8467;12.2277;6.97395;8.7744;-1.73074;-1.536;-7.40835;-1.63133;-1.43066;4.07663;6.0439;0.160535;12.4159;5.92304;7.54981;16.8937;17.6614;11.7776;15.714;5.80551;3.96051;16.4912;9.87697;20.5944;23.5653;22.4466;24.8732;24.2867;22.4499;14.6954;22.2351;20.6634;8.07;13.9462;19.7502;23.3551;13.4086;7.57761;1.7036;5.56548;11.0792;16.1134;13.0571;17.1943;4.99871;19.103;17.9351;17.7398;19.6024;22.7912;17.118;28.9549;25.7844;8.39884;15.4412;11.8687;-0.0655041;-0.785121;-10.5872;-4.72563;-8.82137;-8.5535;-5.25509;2129.3503418;0.0456116832793;328.559631348;A;08b09Ab.wav
27.7717;28.7544;30.8594;28.9435;30.8877;20.0207;24.7268;17.6721;22.7561;25.3902;22.7433;21.257;13.284;17.5177;18.6005;11.5887;6.19016;6.31157;7.85098;13.2574;12.9268;14.7348;9.67576;6.05184;15.5824;12.069;10.9136;13.1516;13.0835;6.12086;14.5386;12.7789;17.8807;9.82928;9.31755;8.64057;11.6662;12.9799;16.4604;9.71591;11.262;4.27065;0.563306;3.7814;5.69702;8.79823;1.2053;12.0388;10.2246;17.1134;14.0958;9.74822;4.78602;8.20309;9.55513;8.84175;9.60717;4.13183;12.5771;15.146;9.73782;8.69832;9.83304;8.43813;12.06;7.20871;6.33546;10.7791;17.7907;15.4306;4503.21923828;0.0427405424416;191.833557129;N;14b01Na.wav
16.5147;16.6021;19.3151;11.6651;22.6576;17.4243;14.573;16.0688;20.108;6.37708;2.66387;-0.470141;-9.40852;-10.1932;-9.43717;-13.0225;-5.61422;-5.38766;3.09977;-1.32456;-1.6029;1.25439;2.54515;-0.77194;-1.83422;-3.09574;-5.52552;-8.96841;-15.8578;-13.6593;-12.1849;-12.7126;-14.8547;1.83655;7.12761;5.57987;18.9268;15.6664;13.5552;16.1318;20.5175;18.9448;10.3298;10.0611;0.102789;-3.51888;-13.2288;-6.87079;-3.25059;-0.191323;-0.641806;-3.88035;0.632054;-7.37812;-7.17025;-6.7617;-1.70014;4.82676;2.83202;6.82301;2.4346;-4.03059;-13.3015;-11.4812;-13.4378;-11.6898;-13.5271;-10.3425;-4.48317;-1.28027;1040.21850586;0.070631146431;378.312011719;W;13a01Wb.wav
16.2827;22.0412;8.71417;14.1275;10.7658;12.0646;10.6855;3.56534;5.32957;0.464683;-3.56113;-7.00738;-0.873255;-3.75014;-5.9293;-7.9652;-8.57333;-8.24513;-7.73114;-5.73856;-6.96926;-6.23081;-1.37841;-2.25687;-1.34074;-10.6581;-12.4205;-16.1969;-24.314;-12.3901;-11.0675;-8.38758;4.72246;10.4434;9.27374;-0.988647;-11.6466;-10.6027;-8.40827;-6.39115;-8.7273;-3.26966;3.73082;2.28135;0.529765;-4.09349;-11.5744;-10.55;-15.8424;-17.1135;-12.9196;-7.72878;-11.221;-5.65341;-8.03004;-10.3998;-7.62455;-6.2205;-7.78526;-7.51393;-6.79588;-3.02042;-2.30781;-8.96203;-5.98851;-11.2114;-12.1663;-6.31499;-3.47277;-7.32503;1456.31005859;0.0627498552203;349.740325928;A;16b03Ad.wav
18.6317;12.9158;15.6087;16.7739;14.2519;12.2392;1.95129;0.814752;1.15689;-8.35934;1.81107;0.373089;-6.92291;1.26742;2.31729;7.37201;8.59965;1.73078;1.26928;4.50615;4.32269;5.46913;6.07398;4.40307;8.31887;6.28979;5.55453;9.68163;7.11679;10.7192;12.0816;11.2456;12.2386;16.5705;13.6557;9.6733;3.78572;11.6822;12.2961;11.5198;10.7074;6.24239;-2.74544;1.73637;4.4868;2.53636;5.56276;-0.458489;-1.46659;-3.12549;1.00295;2.0004;-1.85071;-4.85196;-7.53947;-7.14482;-4.47755;-6.37395;-10.3987;-11.9889;-10.6661;2.16998;2.06579;8.39848;5.12832;6.17267;0.507982;0.837918;3.13671;3.18899;3312.58935547;0.0561290122569;240.056854248;E;16a07Ea.wav
25.32;25.5976;21.6704;21.8454;19.897;15.1729;10.8174;10.3275;12.9556;7.98898;11.0158;19.7018;18.7834;18.1845;14.7623;14.4972;15.7006;13.3482;17.5293;15.3003;13.7843;12.2145;18.3739;13.0782;22.1331;23.9948;20.5197;20.4269;24.4602;20.7213;20.8714;22.5518;18.1581;11.6369;5.86795;7.48604;22.9304;32.0868;28.4813;7.60546;13.7389;22.5543;11.9136;20.5638;20.7257;17.797;20.1062;18.9267;19.578;18.3523;19.5338;21.2366;21.0677;23.0417;23.2297;24.2927;25.0915;27.2525;29.6114;28.3453;28.5759;28.5111;29.5063;28.6459;28.8011;29.393;29.1383;27.4652;26.0546;26.7911;3862.45776367;0.0389510765672;101.401069641;L;15b02Lb.wav
27.2325;19.2816;24.0789;26.1254;26.2123;20.8717;21.601;22.4495;9.51817;14.734;17.7535;18.7833;28.5554;29.4019;26.7617;27.0386;28.7381;27.9305;26.7711;23.2214;17.1634;7.23698;6.23689;9.43499;8.12466;9.34601;5.54017;7.59037;10.5708;2.27224;10.0068;4.8406;10.0564;7.70035;9.69316;4.90545;14.4384;14.4092;20.4796;13.3785;20.5059;24.4987;23.1007;21.7413;22.5945;23.6943;24.2949;23.686;23.1374;22.1529;21.7358;22.1202;18.7235;19.2718;7.83517;7.71706;8.89616;10.452;19.0569;21.867;21.594;20.7336;19.3973;18.2127;18.1319;19.2478;20.0914;23.5099;20.27;20.7188;1377.10314941;0.0430890545249;108.280181885;T;11a02Tc.wav
11.0083;19.3888;8.1156;18.0453;14.4901;10.6533;13.3056;5.92509;13.3178;6.59796;8.46526;9.92221;2.009;2.4356;1.42107;6.87085;8.921;9.02267;14.2424;9.60823;9.45518;5.88382;5.37109;7.49862;6.2009;5.24776;3.03148;1.61394;-6.06335;-4.32419;-10.2795;-7.25067;-5.24189;-4.15039;3.02055;11.8753;16.825;15.7836;16.0649;3.21379;14.0276;6.30083;-0.388196;5.53314;2.71013;-2.89742;-1.15765;1.06534;-6.19713;0.601801;2.21809;-1.19581;6.19208;4.91563;4.31429;2.85758;8.7468;14.0585;11.0608;9.53565;6.85685;5.23117;-0.396052;2.37783;8.50322;7.4052;0.441947;7.07001;5.09594;4.2074;1706.41564941;0.0521631985903;251.114395142;E;16a04Ea.wav
13.123;10.0576;11.9365;10.8867;17.7493;8.89755;14.4143;13.7449;9.80663;8.24105;6.49795;-1.91618;-8.80585;-1.79643;-1.81297;-7.66009;-6.22377;-5.10858;-4.21823;0.918427;2.25911;14.1139;13.4542;12.9749;7.26935;-4.06051;-11.0034;-11.724;-9.18581;-9.67017;-11.0644;-12.3169;-13.2278;-6.31415;8.63255;15.9186;14.3944;10.9832;9.74356;13.4779;3.28926;-0.779307;-2.67081;-3.5666;-8.70294;-8.67433;-9.39723;-9.94802;-2.89762;-0.867542;6.80056;8.66905;3.82161;4.9859;8.11328;17.9818;12.0451;1.68855;1.2569;-3.78538;-6.68963;-9.37055;-7.07194;-6.71384;-4.91333;-4.33754;-1.76787;4.52413;9.1505;20.9729;1031.64440918;0.0458810031414;859.219848633;W;11b10Wa.wav
21.0421;24.8385;22.7703;19.6486;22.1242;13.2529;17.9394;13.3073;23.0834;17.9573;11.8154;17.1886;17.7359;23.4581;21.7844;18.3682;23.3946;11.2651;8.38564;11.7887;3.42012;-5.11134;-0.175901;-1.20291;4.23951;5.1778;3.32119;6.59051;8.72189;13.1845;18.6236;16.6965;21.4011;13.2288;19.8114;23.0683;15.1771;16.2939;22.0344;16.2823;10.4749;5.76866;1.70215;-2.72432;-4.82695;-6.68077;-1.22273;-3.76784;9.697;10.321;16.1499;17.1797;15.9633;9.94539;11.7264;16.9191;20.9062;19.2401;18.0414;20.2775;19.4941;16.7388;19.0997;19.3022;14.535;14.6568;16.2517;15.7354;7.75921;11.5858;1037.37158203;0.0714346319437;5371.40527344;A;10a07Ad.wav
16.8371;18.358;16.9154;12.8244;13.9251;14.6415;0.550525;10.1181;4.24939;-2.44403;0.111183;-0.979129;4.44888;14.1187;15.4812;15.1545;14.0654;11.4599;13.3568;11.7422;7.72015;7.27662;-2.06874;7.30003;5.55005;4.65555;0.764809;-4.69254;-13.793;-11.8595;-11.2476;-17.0655;-22.1852;-23.1872;-18.4742;-11.6942;-11.7343;-12.7025;-15.4053;-9.82297;0.418411;-3.36969;-3.95433;-3.60228;-8.35592;-7.19295;-6.65723;-11.4169;-7.553;2.8708;-1.37419;1.34996;-9.34091;-6.37472;7.61718;14.6937;12.6515;15.4151;6.28101;-3.81352;-2.74987;-8.05454;-6.27543;-9.58878;-9.68121;-12.4322;-2.97515;-2.31383;-7.7669;-22.541;1386.64831543;0.0642230436206;245.622238159;F;15a07Fa.wav
18.5901;16.0194;15.4692;13.1315;15.032;11.095;11.2321;12.0203;3.06539;-2.67086;-7.65208;-4.62871;-4.03459;-3.6231;-3.49484;-5.76072;-7.14781;-5.08436;-4.84037;-2.05248;7.50216;14.6782;16.0448;19.6582;19.5545;6.20582;6.57254;9.62192;4.18069;-2.44189;-0.909447;-1.53334;1.1875;0.349379;-0.66952;2.18564;2.09124;6.62291;5.83534;3.77222;3.6094;0.18895;-0.949923;-5.53149;0.117864;0.92993;4.22128;5.52636;-0.566223;1.137;3.21694;1.53049;-3.86575;2.79574;2.17507;0.0814193;0.434561;-3.4164;-1.9579;-1.05902;-3.37605;1.99276;-10.7985;-1.30686;3.88777;9.29347;2.69674;14.6852;13.4805;12.0523;1574.73400879;0.0530633181334;178.597961426;L;16a04Lc.wav
19.5949;26.7514;24.3623;27.4744;29.6421;27.4432;30.115;21.4952;21.2835;20.5823;17.4919;15.1336;13.9475;15.4338;6.34689;16.6644;16.4677;20.9495;19.1157;17.6093;23.7879;26.9946;22.0311;19.8597;21.1056;22.8838;25.2444;21.8917;23.8768;24.8091;24.2426;26.749;24.0323;20.7014;19.5427;18.1492;13.0315;17.0751;19.9772;16.55;21.9431;19.3737;17.8015;20.4981;18.1895;23.387;24.2411;11.4276;20.0436;16.3027;18.5314;17.2305;17.4454;15.4968;18.308;20.6588;17.0979;13.8929;9.31298;12.8609;14.0867;15.1066;13.2938;9.77415;11.9654;17.3069;22.1291;22.5985;24.4402;28.4689;9799.10839844;0.0410997606814;161.224090576;T;09b03Ta.wav
15.8305;21.7392;19.5323;23.8573;30.1202;27.7901;26.0703;22.072;20.1643;21.6182;16.0736;4.48086;4.05014;-2.38687;0.787483;3.02325;7.53097;7.72158;3.77472;0.809282;-1.84299;2.16087;6.14444;6.70302;2.23488;9.55333;8.84776;5.19959;0.428771;2.64891;1.09173;-0.689928;-3.62712;-1.63034;-4.17286;-1.38525;11.2432;21.0351;22.0612;18.5743;14.8981;14.97;8.99863;5.33641;6.57835;6.28375;5.31903;10.6133;12.4558;13.7243;15.0617;11.644;9.60075;6.16731;6.75301;7.04491;3.04509;3.82369;-3.05029;-13.792;-5.61285;-8.72949;2.31867;16.2302;27.7345;11.9824;15.9758;25.7699;22.794;25.7771;3121.02709961;0.0417627617717;209.501327515;L;13a05Lc.wav
14.3124;17.2454;18.7821;13.892;12.4497;-2.41716;-6.06462;-12.12;-17.8403;-16.7721;-15.1753;-9.32159;-3.05212;-5.36745;-5.4903;-5.70793;0.61802;5.15894;14.929;11.2754;2.18888;-4.56156;-6.13036;-8.15108;-9.94198;-9.92615;-9.04063;-6.41246;-4.73908;1.08869;7.96911;4.66413;8.20355;9.58879;12.5563;8.82899;10.3824;5.07073;0.962821;-4.35887;-4.728;-6.87142;-6.52806;-6.34053;-4.68874;4.02728;9.63681;7.91632;11.2207;12.3111;13.834;2.5391;-7.36421;-6.64855;-10.3446;-7.79659;-10.0518;-10.3489;-14.163;-8.41225;-15.9548;-9.28516;-9.77377;-8.63673;-8.95646;-12.5027;-15.1514;-11.4976;-11.1695;-18.6636;1306.58874512;0.0570987388492;231.327728271;W;03b03Wc.wav
23.9685;25.5081;30.3926;23.5877;28.701;28.4678;10.7165;12.6404;11.4427;3.3855;-0.987255;-1.3357;-1.81009;-3.0578;-3.26604;-1.23609;-2.75122;-2.13245;1.32593;0.780658;6.2127;0.757687;-1.27859;-0.332893;-0.645752;0.005222;0.0179059;8.18256;8.54388;11.0984;10.3574;4.54967;9.35106;5.76036;7.38409;8.00936;6.0644;7.31662;8.39423;5.32901;9.17266;11.2038;11.5214;11.0187;5.26128;6.98384;7.47332;10.0246;10.7563;9.11084;12.1965;8.4499;8.58141;8.41644;7.30981;6.73087;5.59325;8.57302;12.3318;13.9523;19.3222;14.0514;14.1972;12.1529;12.9125;11.7094;11.1506;10.1252;13.6647;12.1758;1281.91455078;0.0533606484532;221.510452271;E;13a02Ec.wav
13.7188;15.8287;23.2334;22.0305;15.0757;9.20119;13.3046;9.91346;6.11149;-3.44908;-5.58018;-7.15687;-7.75973;-5.57392;-0.0354141;6.86984;9.82057;1.40225;4.38631;6.11601;3.22114;3.45914;8.71098;7.11413;5.39392;3.727;-4.08456;-2.54859;-6.46439;-13.993;-14.4708;-16.1821;-15.055;-13.858;-11.6436;-13.257;-11.0488;-13.0075;-18.5331;-0.623486;-1.03515;-2.40265;-8.97015;-10.499;-12.1019;-13.9;-10.6462;-14.9934;-5.8334;-7.82252;-11.6735;-7.22184;-8.38656;-9.50225;-14.3066;-9.04449;-10.1074;-4.98418;-3.25951;7.61573;5.07809;-0.274688;4.01257;7.69095;5.01907;7.31687;7.12446;3.06448;6.85422;0.758212;1369.27636719;0.0525685213506;288.292907715;F;03a02Fc.wav
7.90729;9.24033;8.40765;13.4592;9.0342;-0.344793;15.439;23.3197;15.0476;10.3867;14.9498;13.4804;17.8084;13.5888;10.2891;7.11746;7.12966;1.48082;11.301;10.4872;12.3748;8.86829;6.16001;3.09034;4.97681;2.43922;5.1877;8.40187;4.01448;-1.3745;-10.0162;-7.7249;-9.51735;-8.77788;-5.75435;-3.8105;1.66054;6.97481;5.02377;8.02196;3.80947;0.354897;-9.64748;-5.07305;-7.0806;0.781088;6.67477;9.17125;5.10639;5.69524;-3.44687;-4.64944;-8.24884;-2.20694;6.24698;12.1831;12.9869;13.2442;10.5446;8.15744;6.4716;4.53442;1.85075;4.79074;-6.98498;4.64476;13.4025;17.1637;18.839;19.9542;1139.13513184;0.0540912896395;207.952209473;A;15a02Ac.wav
13.7274;13.2361;14.5623;17.5858;19.0975;20.5264;25.0819;19.4213;20.1486;6.95745;11.7411;14.8587;13.6119;8.51329;10.8309;8.83347;14.4605;18.4168;21.6139;19.4026;7.94839;11.987;9.78053;3.75385;5.91738;8.59209;8.49025;14.2848;4.85078;20.3017;22.1204;22.9946;20.8842;17.7258;20.7963;12.6216;7.40065;13.0508;12.778;13.175;12.7683;11.7764;18.8234;24.5457;23.4781;25.5909;24.9537;11.6153;15.7285;9.39607;10.9848;11.4215;10.8242;11.8379;19.0353;21.4528;18.7203;8.76078;3.9151;-0.0195622;1.56885;2.43209;-0.449787;5.11906;13.6312;14.2031;15.1477;10.0148;9.19424;22.783;1856.90844727;0.0461925640702;3602.79711914;E;11b01Eb.wav
